instance family sequentialixinduced3 sequentialixinducedrestarts5
all-images-CVIU11-pattern17-target80 14 12735 9778
all-images-CVIU11-pattern17-target81 14 22633 46133
all-images-CVIU11-pattern17-target82 14 35276 34913
all-images-CVIU11-pattern17-target83 14 172387 NaN
all-images-CVIU11-pattern17-target84 14 2581 18277
all-images-CVIU11-pattern17-target85 14 45831 37937
all-images-CVIU11-pattern17-target86 14 27431 21057
all-images-CVIU11-pattern17-target87 14 27060 31342
all-images-CVIU11-pattern17-target88 14 41951 33336
all-images-CVIU11-pattern17-target89 14 15219 9927
all-images-CVIU11-pattern17-target9 14 22754 NaN
all-images-CVIU11-pattern17-target90 14 7629 13052
all-images-CVIU11-pattern17-target91 14 117411 NaN
all-images-CVIU11-pattern17-target92 14 69447 79035
all-images-CVIU11-pattern17-target93 14 34579 30032
all-images-CVIU11-pattern17-target94 14 58033 48321
all-images-CVIU11-pattern17-target95 14 331412 NaN
all-images-CVIU11-pattern17-target96 14 24943 NaN
all-images-CVIU11-pattern17-target97 14 16893 20019
all-images-CVIU11-pattern17-target98 14 7148 17862
all-images-CVIU11-pattern17-target99 14 41415 36504
all-images-CVIU11-pattern18-target1 14 NaN NaN
all-images-CVIU11-pattern18-target10 14 NaN NaN
all-images-CVIU11-pattern18-target100 14 NaN NaN
all-images-CVIU11-pattern18-target101 14 NaN NaN
all-images-CVIU11-pattern18-target102 14 NaN NaN
all-images-CVIU11-pattern18-target103 14 NaN NaN
all-images-CVIU11-pattern18-target104 14 NaN NaN
all-images-CVIU11-pattern18-target105 14 NaN NaN
all-images-CVIU11-pattern18-target106 14 NaN NaN
all-images-CVIU11-pattern18-target107 14 NaN NaN
all-images-CVIU11-pattern18-target108 14 NaN NaN
all-images-CVIU11-pattern18-target109 14 NaN NaN
all-images-CVIU11-pattern18-target11 14 NaN NaN
all-images-CVIU11-pattern18-target110 14 NaN NaN
all-images-CVIU11-pattern18-target111 14 NaN NaN
all-images-CVIU11-pattern18-target112 14 NaN NaN
all-images-CVIU11-pattern18-target113 14 NaN NaN
all-images-CVIU11-pattern18-target114 14 NaN NaN
all-images-CVIU11-pattern18-target115 14 NaN NaN
all-images-CVIU11-pattern18-target116 14 NaN NaN
all-images-CVIU11-pattern18-target117 14 NaN NaN
all-images-CVIU11-pattern18-target118 14 NaN NaN
all-images-CVIU11-pattern18-target119 14 NaN NaN
all-images-CVIU11-pattern18-target12 14 NaN NaN
all-images-CVIU11-pattern18-target120 14 NaN NaN
all-images-CVIU11-pattern18-target121 14 NaN NaN
all-images-CVIU11-pattern18-target122 14 NaN NaN
all-images-CVIU11-pattern18-target123 14 NaN NaN
all-images-CVIU11-pattern18-target124 14 NaN NaN
all-images-CVIU11-pattern18-target125 14 NaN NaN
all-images-CVIU11-pattern18-target126 14 NaN NaN
all-images-CVIU11-pattern18-target127 14 NaN NaN
all-images-CVIU11-pattern18-target128 14 NaN NaN
all-images-CVIU11-pattern18-target129 14 NaN NaN
all-images-CVIU11-pattern18-target13 14 NaN NaN
all-images-CVIU11-pattern18-target130 14 NaN NaN
all-images-CVIU11-pattern18-target131 14 NaN NaN
all-images-CVIU11-pattern18-target132 14 NaN NaN
all-images-CVIU11-pattern18-target133 14 NaN NaN
all-images-CVIU11-pattern18-target134 14 NaN NaN
all-images-CVIU11-pattern18-target135 14 NaN NaN
all-images-CVIU11-pattern18-target136 14 NaN NaN
all-images-CVIU11-pattern18-target137 14 NaN NaN
all-images-CVIU11-pattern18-target138 14 NaN NaN
all-images-CVIU11-pattern18-target139 14 NaN NaN
all-images-CVIU11-pattern18-target14 14 NaN NaN
all-images-CVIU11-pattern18-target140 14 NaN NaN
all-images-CVIU11-pattern18-target141 14 NaN NaN
all-images-CVIU11-pattern18-target142 14 NaN NaN
all-images-CVIU11-pattern18-target143 14 NaN NaN
all-images-CVIU11-pattern18-target144 14 NaN NaN
all-images-CVIU11-pattern18-target145 14 NaN NaN
all-images-CVIU11-pattern18-target146 14 NaN NaN
all-images-CVIU11-pattern18-target15 14 NaN NaN
all-images-CVIU11-pattern18-target16 14 NaN NaN
all-images-CVIU11-pattern18-target17 14 NaN NaN
all-images-CVIU11-pattern18-target18 14 NaN NaN
all-images-CVIU11-pattern18-target19 14 NaN NaN
all-images-CVIU11-pattern18-target2 14 NaN NaN
all-images-CVIU11-pattern18-target20 14 NaN NaN
all-images-CVIU11-pattern18-target21 14 NaN NaN
all-images-CVIU11-pattern18-target22 14 NaN NaN
all-images-CVIU11-pattern18-target23 14 NaN NaN
all-images-CVIU11-pattern18-target24 14 NaN NaN
all-images-CVIU11-pattern18-target25 14 NaN NaN
all-images-CVIU11-pattern18-target26 14 NaN NaN
all-images-CVIU11-pattern18-target27 14 NaN NaN
all-images-CVIU11-pattern18-target28 14 NaN NaN
all-images-CVIU11-pattern18-target29 14 NaN NaN
all-images-CVIU11-pattern18-target3 14 NaN NaN
all-images-CVIU11-pattern18-target30 14 NaN NaN
all-images-CVIU11-pattern18-target31 14 NaN NaN
all-images-CVIU11-pattern18-target32 14 NaN NaN
all-images-CVIU11-pattern18-target33 14 NaN NaN
all-images-CVIU11-pattern18-target34 14 NaN NaN
all-images-CVIU11-pattern18-target35 14 NaN NaN
all-images-CVIU11-pattern18-target36 14 NaN NaN
all-images-CVIU11-pattern18-target37 14 NaN NaN
all-images-CVIU11-pattern18-target38 14 NaN NaN
all-images-CVIU11-pattern18-target39 14 NaN NaN
all-images-CVIU11-pattern18-target4 14 NaN NaN
all-images-CVIU11-pattern18-target40 14 NaN NaN
all-images-CVIU11-pattern18-target41 14 NaN NaN
all-images-CVIU11-pattern18-target42 14 NaN NaN
all-images-CVIU11-pattern18-target43 14 NaN NaN
all-images-CVIU11-pattern18-target44 14 NaN NaN
all-images-CVIU11-pattern18-target45 14 NaN NaN
all-images-CVIU11-pattern18-target46 14 NaN NaN
all-images-CVIU11-pattern18-target47 14 NaN NaN
all-images-CVIU11-pattern18-target48 14 NaN NaN
all-images-CVIU11-pattern18-target49 14 NaN NaN
all-images-CVIU11-pattern18-target5 14 NaN NaN
all-images-CVIU11-pattern18-target50 14 NaN NaN
all-images-CVIU11-pattern18-target51 14 NaN NaN
all-images-CVIU11-pattern18-target52 14 NaN NaN
all-images-CVIU11-pattern18-target53 14 NaN NaN
all-images-CVIU11-pattern18-target54 14 NaN NaN
all-images-CVIU11-pattern18-target55 14 NaN NaN
all-images-CVIU11-pattern18-target56 14 NaN NaN
all-images-CVIU11-pattern18-target57 14 NaN NaN
all-images-CVIU11-pattern18-target58 14 NaN NaN
all-images-CVIU11-pattern18-target59 14 NaN NaN
all-images-CVIU11-pattern18-target6 14 NaN NaN
all-images-CVIU11-pattern18-target60 14 NaN NaN
all-images-CVIU11-pattern18-target61 14 NaN NaN
all-images-CVIU11-pattern18-target62 14 NaN NaN
all-images-CVIU11-pattern18-target63 14 NaN NaN
all-images-CVIU11-pattern18-target64 14 NaN NaN
all-images-CVIU11-pattern18-target65 14 NaN NaN
all-images-CVIU11-pattern18-target66 14 NaN NaN
all-images-CVIU11-pattern18-target67 14 NaN NaN
all-images-CVIU11-pattern18-target68 14 NaN NaN
all-images-CVIU11-pattern18-target69 14 NaN NaN
all-images-CVIU11-pattern18-target7 14 NaN NaN
all-images-CVIU11-pattern18-target70 14 NaN NaN
all-images-CVIU11-pattern18-target71 14 NaN NaN
all-images-CVIU11-pattern18-target72 14 NaN NaN
all-images-CVIU11-pattern18-target73 14 NaN NaN
all-images-CVIU11-pattern18-target74 14 NaN NaN
all-images-CVIU11-pattern18-target75 14 NaN NaN
all-images-CVIU11-pattern18-target76 14 NaN NaN
all-images-CVIU11-pattern18-target77 14 NaN NaN
all-images-CVIU11-pattern18-target78 14 NaN NaN
all-images-CVIU11-pattern18-target79 14 NaN NaN
all-images-CVIU11-pattern18-target8 14 NaN NaN
all-images-CVIU11-pattern18-target80 14 NaN NaN
all-images-CVIU11-pattern18-target81 14 NaN NaN
all-images-CVIU11-pattern18-target82 14 NaN NaN
all-images-CVIU11-pattern18-target83 14 NaN NaN
all-images-CVIU11-pattern18-target84 14 NaN NaN
all-images-CVIU11-pattern18-target85 14 NaN NaN
all-images-CVIU11-pattern18-target86 14 NaN NaN
all-images-CVIU11-pattern18-target87 14 NaN NaN
all-images-CVIU11-pattern18-target88 14 NaN NaN
all-images-CVIU11-pattern18-target89 14 NaN NaN
all-images-CVIU11-pattern18-target9 14 NaN NaN
all-images-CVIU11-pattern18-target90 14 NaN NaN
all-images-CVIU11-pattern18-target91 14 NaN NaN
all-images-CVIU11-pattern18-target92 14 NaN NaN
all-images-CVIU11-pattern18-target93 14 NaN NaN
all-images-CVIU11-pattern18-target94 14 NaN NaN
all-images-CVIU11-pattern18-target95 14 NaN NaN
all-images-CVIU11-pattern18-target96 14 NaN NaN
all-images-CVIU11-pattern18-target97 14 NaN NaN
all-images-CVIU11-pattern18-target98 14 NaN NaN
all-images-CVIU11-pattern18-target99 14 NaN NaN
all-images-CVIU11-pattern19-target1 14 NaN NaN
all-images-CVIU11-pattern19-target10 14 NaN NaN
all-images-CVIU11-pattern19-target100 14 NaN NaN
all-images-CVIU11-pattern19-target101 14 NaN NaN
all-images-CVIU11-pattern19-target102 14 NaN NaN
all-images-CVIU11-pattern19-target103 14 NaN NaN
all-images-CVIU11-pattern19-target104 14 NaN NaN
all-images-CVIU11-pattern19-target105 14 NaN NaN
all-images-CVIU11-pattern19-target106 14 NaN NaN
all-images-CVIU11-pattern19-target107 14 NaN NaN
all-images-CVIU11-pattern19-target108 14 NaN NaN
all-images-CVIU11-pattern19-target109 14 NaN NaN
all-images-CVIU11-pattern19-target11 14 NaN NaN
all-images-CVIU11-pattern19-target110 14 NaN NaN
all-images-CVIU11-pattern19-target111 14 NaN NaN
all-images-CVIU11-pattern19-target112 14 NaN NaN
all-images-CVIU11-pattern19-target113 14 NaN NaN
all-images-CVIU11-pattern19-target114 14 NaN NaN
all-images-CVIU11-pattern19-target115 14 NaN NaN
all-images-CVIU11-pattern19-target116 14 NaN NaN
all-images-CVIU11-pattern19-target117 14 NaN NaN
all-images-CVIU11-pattern19-target118 14 NaN NaN
all-images-CVIU11-pattern19-target119 14 NaN NaN
all-images-CVIU11-pattern19-target12 14 NaN NaN
all-images-CVIU11-pattern19-target120 14 NaN NaN
all-images-CVIU11-pattern19-target121 14 NaN NaN
all-images-CVIU11-pattern19-target122 14 NaN NaN
all-images-CVIU11-pattern19-target123 14 NaN NaN
all-images-CVIU11-pattern19-target124 14 NaN NaN
all-images-CVIU11-pattern19-target125 14 NaN NaN
all-images-CVIU11-pattern19-target126 14 NaN NaN
all-images-CVIU11-pattern19-target127 14 NaN NaN
all-images-CVIU11-pattern19-target128 14 NaN NaN
all-images-CVIU11-pattern19-target129 14 NaN NaN
all-images-CVIU11-pattern19-target13 14 NaN NaN
all-images-CVIU11-pattern19-target130 14 NaN NaN
all-images-CVIU11-pattern19-target131 14 NaN NaN
all-images-CVIU11-pattern19-target132 14 NaN NaN
all-images-CVIU11-pattern19-target133 14 NaN NaN
all-images-CVIU11-pattern19-target134 14 NaN NaN
all-images-CVIU11-pattern19-target135 14 NaN NaN
all-images-CVIU11-pattern19-target136 14 NaN NaN
all-images-CVIU11-pattern19-target137 14 NaN NaN
all-images-CVIU11-pattern19-target138 14 NaN NaN
all-images-CVIU11-pattern19-target139 14 NaN NaN
all-images-CVIU11-pattern19-target14 14 NaN NaN
all-images-CVIU11-pattern19-target140 14 NaN NaN
all-images-CVIU11-pattern19-target141 14 NaN NaN
all-images-CVIU11-pattern19-target142 14 NaN NaN
all-images-CVIU11-pattern19-target143 14 NaN NaN
all-images-CVIU11-pattern19-target144 14 NaN NaN
all-images-CVIU11-pattern19-target145 14 NaN NaN
all-images-CVIU11-pattern19-target146 14 NaN NaN
all-images-CVIU11-pattern19-target15 14 NaN NaN
all-images-CVIU11-pattern19-target16 14 NaN NaN
all-images-CVIU11-pattern19-target17 14 NaN NaN
all-images-CVIU11-pattern19-target18 14 NaN NaN
all-images-CVIU11-pattern19-target19 14 NaN NaN
all-images-CVIU11-pattern19-target2 14 NaN NaN
all-images-CVIU11-pattern19-target20 14 NaN NaN
all-images-CVIU11-pattern19-target21 14 NaN NaN
all-images-CVIU11-pattern19-target22 14 NaN NaN
all-images-CVIU11-pattern19-target23 14 NaN NaN
all-images-CVIU11-pattern19-target24 14 NaN NaN
all-images-CVIU11-pattern19-target25 14 NaN NaN
all-images-CVIU11-pattern19-target26 14 NaN NaN
all-images-CVIU11-pattern19-target27 14 NaN NaN
all-images-CVIU11-pattern19-target28 14 NaN NaN
all-images-CVIU11-pattern19-target29 14 NaN NaN
all-images-CVIU11-pattern19-target3 14 NaN NaN
all-images-CVIU11-pattern19-target30 14 NaN NaN
all-images-CVIU11-pattern19-target31 14 NaN NaN
all-images-CVIU11-pattern19-target32 14 NaN NaN
all-images-CVIU11-pattern19-target33 14 NaN NaN
all-images-CVIU11-pattern19-target34 14 NaN NaN
all-images-CVIU11-pattern19-target35 14 NaN NaN
all-images-CVIU11-pattern19-target36 14 NaN NaN
all-images-CVIU11-pattern19-target37 14 NaN NaN
all-images-CVIU11-pattern19-target38 14 NaN NaN
all-images-CVIU11-pattern19-target39 14 NaN NaN
all-images-CVIU11-pattern19-target4 14 NaN NaN
all-images-CVIU11-pattern19-target40 14 NaN NaN
all-images-CVIU11-pattern19-target41 14 NaN NaN
all-images-CVIU11-pattern19-target42 14 NaN NaN
all-images-CVIU11-pattern19-target43 14 NaN NaN
all-images-CVIU11-pattern19-target44 14 NaN NaN
all-images-CVIU11-pattern19-target45 14 NaN NaN
all-images-CVIU11-pattern19-target46 14 NaN NaN
all-images-CVIU11-pattern19-target47 14 NaN NaN
all-images-CVIU11-pattern19-target48 14 NaN NaN
all-images-CVIU11-pattern19-target49 14 NaN NaN
all-images-CVIU11-pattern19-target5 14 NaN NaN
all-images-CVIU11-pattern19-target50 14 NaN NaN
all-images-CVIU11-pattern19-target51 14 NaN NaN
all-images-CVIU11-pattern19-target52 14 NaN NaN
all-images-CVIU11-pattern19-target53 14 NaN NaN
all-images-CVIU11-pattern19-target54 14 NaN NaN
all-images-CVIU11-pattern19-target55 14 NaN NaN
all-images-CVIU11-pattern19-target56 14 NaN NaN
all-images-CVIU11-pattern19-target57 14 NaN NaN
all-images-CVIU11-pattern19-target58 14 NaN NaN
all-images-CVIU11-pattern19-target59 14 NaN NaN
all-images-CVIU11-pattern19-target6 14 NaN NaN
all-images-CVIU11-pattern19-target60 14 NaN NaN
all-images-CVIU11-pattern19-target61 14 NaN NaN
all-images-CVIU11-pattern19-target62 14 NaN NaN
all-images-CVIU11-pattern19-target63 14 NaN NaN
all-images-CVIU11-pattern19-target64 14 NaN NaN
all-images-CVIU11-pattern19-target65 14 NaN NaN
all-images-CVIU11-pattern19-target66 14 NaN NaN
all-images-CVIU11-pattern19-target67 14 NaN NaN
all-images-CVIU11-pattern19-target68 14 NaN NaN
all-images-CVIU11-pattern19-target69 14 NaN NaN
all-images-CVIU11-pattern19-target7 14 NaN NaN
all-images-CVIU11-pattern19-target70 14 NaN NaN
all-images-CVIU11-pattern19-target71 14 NaN NaN
all-images-CVIU11-pattern19-target72 14 NaN NaN
all-images-CVIU11-pattern19-target73 14 NaN NaN
all-images-CVIU11-pattern19-target74 14 NaN NaN
all-images-CVIU11-pattern19-target75 14 NaN NaN
all-images-CVIU11-pattern19-target76 14 NaN NaN
all-images-CVIU11-pattern19-target77 14 NaN NaN
all-images-CVIU11-pattern19-target78 14 NaN NaN
all-images-CVIU11-pattern19-target79 14 NaN NaN
all-images-CVIU11-pattern19-target8 14 NaN NaN
all-images-CVIU11-pattern19-target80 14 NaN NaN
all-images-CVIU11-pattern19-target81 14 NaN NaN
all-images-CVIU11-pattern19-target82 14 NaN NaN
all-images-CVIU11-pattern19-target83 14 NaN NaN
all-images-CVIU11-pattern19-target84 14 NaN NaN
all-images-CVIU11-pattern19-target85 14 NaN NaN
all-images-CVIU11-pattern19-target86 14 NaN NaN
all-images-CVIU11-pattern19-target87 14 NaN NaN
all-images-CVIU11-pattern19-target88 14 NaN NaN
all-images-CVIU11-pattern19-target89 14 NaN NaN
all-images-CVIU11-pattern19-target9 14 NaN NaN
all-images-CVIU11-pattern19-target90 14 NaN NaN
all-images-CVIU11-pattern19-target91 14 NaN NaN
all-images-CVIU11-pattern19-target92 14 NaN NaN
all-images-CVIU11-pattern19-target93 14 NaN NaN
all-images-CVIU11-pattern19-target94 14 NaN NaN
all-images-CVIU11-pattern19-target95 14 NaN NaN
all-images-CVIU11-pattern19-target96 14 NaN NaN
all-images-CVIU11-pattern19-target97 14 NaN NaN
all-images-CVIU11-pattern19-target98 14 NaN NaN
all-images-CVIU11-pattern19-target99 14 NaN NaN
all-images-CVIU11-pattern2-target1 14 NaN NaN
all-images-CVIU11-pattern2-target10 14 NaN NaN
all-images-CVIU11-pattern2-target100 14 NaN NaN
all-images-CVIU11-pattern2-target101 14 NaN NaN
all-images-CVIU11-pattern2-target102 14 NaN NaN
all-images-CVIU11-pattern2-target103 14 NaN NaN
all-images-CVIU11-pattern2-target104 14 NaN NaN
all-images-CVIU11-pattern2-target105 14 NaN NaN
all-images-CVIU11-pattern2-target106 14 NaN NaN
all-images-CVIU11-pattern2-target107 14 NaN NaN
all-images-CVIU11-pattern2-target108 14 NaN NaN
all-images-CVIU11-pattern2-target109 14 NaN NaN
all-images-CVIU11-pattern2-target11 14 NaN NaN
all-images-CVIU11-pattern2-target110 14 NaN NaN
all-images-CVIU11-pattern2-target111 14 NaN NaN
all-images-CVIU11-pattern2-target112 14 NaN NaN
all-images-CVIU11-pattern2-target113 14 NaN NaN
all-images-CVIU11-pattern2-target114 14 NaN NaN
all-images-CVIU11-pattern2-target115 14 NaN NaN
all-images-CVIU11-pattern2-target116 14 NaN NaN
all-images-CVIU11-pattern2-target117 14 NaN NaN
all-images-CVIU11-pattern2-target118 14 NaN NaN
all-images-CVIU11-pattern2-target119 14 NaN NaN
all-images-CVIU11-pattern2-target12 14 NaN NaN
all-images-CVIU11-pattern2-target120 14 NaN NaN
all-images-CVIU11-pattern2-target121 14 NaN NaN
all-images-CVIU11-pattern2-target122 14 NaN NaN
all-images-CVIU11-pattern2-target123 14 NaN NaN
all-images-CVIU11-pattern2-target124 14 NaN NaN
all-images-CVIU11-pattern2-target125 14 NaN NaN
all-images-CVIU11-pattern2-target126 14 NaN NaN
all-images-CVIU11-pattern2-target127 14 NaN NaN
all-images-CVIU11-pattern2-target128 14 NaN NaN
all-images-CVIU11-pattern2-target129 14 NaN NaN
all-images-CVIU11-pattern2-target13 14 NaN NaN
all-images-CVIU11-pattern2-target130 14 NaN NaN
all-images-CVIU11-pattern2-target131 14 NaN NaN
all-images-CVIU11-pattern2-target132 14 NaN NaN
all-images-CVIU11-pattern2-target133 14 NaN NaN
all-images-CVIU11-pattern2-target134 14 NaN NaN
all-images-CVIU11-pattern2-target135 14 NaN NaN
all-images-CVIU11-pattern2-target136 14 NaN NaN
all-images-CVIU11-pattern2-target137 14 NaN NaN
all-images-CVIU11-pattern2-target138 14 NaN NaN
all-images-CVIU11-pattern2-target139 14 NaN NaN
all-images-CVIU11-pattern2-target14 14 NaN NaN
all-images-CVIU11-pattern2-target140 14 NaN NaN
all-images-CVIU11-pattern2-target141 14 NaN NaN
all-images-CVIU11-pattern2-target142 14 NaN NaN
all-images-CVIU11-pattern2-target143 14 NaN NaN
all-images-CVIU11-pattern2-target144 14 NaN NaN
all-images-CVIU11-pattern2-target145 14 NaN NaN
all-images-CVIU11-pattern2-target146 14 NaN NaN
all-images-CVIU11-pattern2-target15 14 NaN NaN
all-images-CVIU11-pattern2-target16 14 NaN NaN
all-images-CVIU11-pattern2-target17 14 NaN NaN
all-images-CVIU11-pattern2-target18 14 NaN NaN
all-images-CVIU11-pattern2-target19 14 NaN NaN
all-images-CVIU11-pattern2-target2 14 NaN NaN
all-images-CVIU11-pattern2-target20 14 NaN NaN
all-images-CVIU11-pattern2-target21 14 NaN NaN
all-images-CVIU11-pattern2-target22 14 NaN NaN
all-images-CVIU11-pattern2-target23 14 NaN NaN
all-images-CVIU11-pattern2-target24 14 NaN NaN
all-images-CVIU11-pattern2-target25 14 NaN NaN
all-images-CVIU11-pattern2-target26 14 NaN NaN
all-images-CVIU11-pattern2-target27 14 NaN NaN
all-images-CVIU11-pattern2-target28 14 NaN NaN
all-images-CVIU11-pattern2-target29 14 NaN NaN
all-images-CVIU11-pattern2-target3 14 NaN NaN
all-images-CVIU11-pattern2-target30 14 NaN NaN
all-images-CVIU11-pattern2-target31 14 NaN NaN
all-images-CVIU11-pattern2-target32 14 NaN NaN
all-images-CVIU11-pattern2-target33 14 NaN NaN
